Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.43,7.419
2,Rice,2.311,7.051
3,Rice,2.37,7.073
1,Break,2.416,4.089
4,Rice,2.386,7.269
5,Rice,2.262,6.814
6,Rice,2.332,6.945
7,Rice,2.17,7.357
1,Inferior,2.186,6.62
8,Rice,2.357,7.069
9,Rice,2.343,7.129
10,Rice,2.274,7.35
11,Rice,2.381,6.521
12,Rice,2.244,6.884
2,Break,2.377,3.127
13,Rice,2.362,6.801
14,Rice,1.888,6.738
15,Rice,2.343,6.878
16,Rice,2.117,6.841
17,Rice,2.122,6.379
18,Rice,2.477,6.795
19,Rice,2.272,6.656
20,Rice,1.974,5.99
21,Rice,2.424,6.55
3,Break,2.156,4.787
4,Break,2.356,3.099
5,Break,2.251,5.565
6,Break,2.354,5.88
2,Inferior,2.332,5.341
22,Rice,2.027,5.794
