Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.466,6.402
2,Rice,2.686,6.042
3,Rice,2.786,6.226
4,Rice,2.49,6.437
5,Rice,2.734,6.512
6,Rice,2.524,5.746
7,Rice,2.202,6.195
8,Rice,2.576,6.166
9,Rice,2.826,6.332
10,Rice,2.361,6.006
11,Rice,2.714,5.874
12,Rice,2.572,5.803
13,Rice,2.51,5.887
14,Rice,2.693,6.615
15,Rice,2.216,5.351
16,Rice,2.607,6.246
17,Rice,2.281,6.254
18,Rice,2.62,6.078
19,Rice,2.838,6.138
20,Rice,2.767,6.306
1,Inferior,2.442,5.743
21,Rice,2.484,6.524
2,Inferior,1.789,5.888
22,Rice,2.782,6.498
23,Rice,2.743,6.045
3,Inferior,2.657,6.235
24,Rice,2.649,6.241
