Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.427,6.437
2,Rice,2.337,6.106
3,Rice,2.337,6.72
4,Rice,2.251,6.485
5,Rice,2.354,6.443
6,Rice,2.117,6.726
7,Rice,2.32,6.181
8,Rice,2.314,6.778
9,Rice,2.002,5.991
1,Break,2.285,5.649
