Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.697,6.639
2,Rice,2.852,6.636
3,Rice,2.754,6.421
4,Rice,2.824,6.68
5,Rice,2.692,6.134
6,Rice,2.842,6.204
7,Rice,2.808,6.63
8,Rice,2.839,6.683
9,Rice,2.771,6.449
10,Rice,2.815,6.667
11,Rice,2.586,6.469
12,Rice,2.708,6.255
13,Rice,2.819,6.494
14,Rice,2.771,6.154
15,Rice,2.649,6.461
16,Rice,2.942,6.223
17,Rice,2.785,6.2
18,Rice,2.742,6.52
19,Rice,2.796,6.8
20,Rice,2.785,6.275
21,Rice,2.664,6.298
22,Rice,2.826,5.851
23,Rice,2.907,6.344
24,Rice,2.746,6.068
25,Rice,2.858,6.861
26,Rice,2.83,6.672
1,Inferior,2.719,5.732
27,Rice,2.746,6.608
28,Rice,2.688,6.604
1,Break,2.654,5.64
29,Rice,2.54,6.244
30,Rice,2.921,6.514
1,Rice,2.668,6.066
2,Rice,2.705,6.438
3,Rice,2.781,6.607
4,Rice,2.82,6.524
5,Rice,2.868,6.474
6,Rice,2.69,6.452
7,Rice,2.774,5.898
8,Rice,2.755,6.235
9,Rice,2.828,6.611
10,Rice,2.481,6.341
11,Rice,2.814,6.425
12,Rice,2.661,6.339
13,Rice,2.721,6.364
14,Rice,2.937,6.454
15,Rice,2.735,6.616
16,Rice,2.709,6.405
17,Rice,2.758,6.832
18,Rice,2.759,6.597
19,Rice,2.938,5.985
1,Break,2.347,5.271
1,Rice,2.794,6.075
2,Rice,2.707,6.112
3,Rice,2.658,6.219
4,Rice,2.748,6.101
5,Rice,2.857,6.35
6,Rice,2.566,6.281
7,Rice,2.605,6.5
8,Rice,2.868,6.24
9,Rice,2.81,6.162
1,Inferior,2.436,6.12
10,Rice,2.83,6.248
2,Inferior,2.477,5.673
11,Rice,2.652,6.356
3,Inferior,2.879,6.209
1,Rice,2.743,6.553
2,Rice,2.844,6.096
3,Rice,2.286,5.69
1,Inferior,2.869,6.777
1,Rice,2.864,6.384
2,Rice,2.761,6.579
3,Rice,2.868,6.408
4,Rice,2.742,6.713
5,Rice,2.636,6.446
6,Rice,2.737,5.783
7,Rice,2.773,6.144
8,Rice,2.667,6.435
9,Rice,2.649,6.005
10,Rice,2.729,6.5
11,Rice,2.664,6.305
12,Rice,2.571,5.853
13,Rice,2.656,6.502
14,Rice,2.708,6.408
15,Rice,2.455,6.54
16,Rice,2.495,6.227
17,Rice,2.526,6.207
1,Inferior,2.928,7.281
18,Rice,2.909,6.566
2,Inferior,2.688,6.032
1,Rice,2.732,6.597
2,Rice,2.697,6.26
3,Rice,2.733,6.205
1,Inferior,2.384,6.317
4,Rice,2.432,6.478
5,Rice,2.754,6.65
6,Rice,2.9,6.519
7,Rice,2.874,6.592
8,Rice,2.77,6.511
9,Rice,2.813,6.413
10,Rice,2.813,6.66
11,Rice,2.79,6.188
12,Rice,2.811,6.035
13,Rice,2.861,6.463
14,Rice,2.794,6.556
15,Rice,2.817,6.746
16,Rice,2.944,6.345
17,Rice,2.749,6.546
18,Rice,2.742,6.382
19,Rice,2.863,6.366
20,Rice,2.72,6.669
21,Rice,2.757,6.666
22,Rice,2.888,6.645
1,Rice,2.752,6.615
2,Rice,2.835,6.579
3,Rice,2.7,6.633
4,Rice,2.723,6.456
5,Rice,2.864,6.343
6,Rice,2.436,6.199
7,Rice,2.792,6.683
8,Rice,2.769,6.198
9,Rice,2.765,6.625
10,Rice,2.872,6.242
11,Rice,2.809,6.575
12,Rice,2.689,6.371
13,Rice,2.664,6.304
14,Rice,2.791,6.368
15,Rice,2.893,6.79
16,Rice,2.781,6.907
17,Rice,2.699,6.57
18,Rice,2.8,6.021
19,Rice,2.689,6.491
20,Rice,2.895,6.555
1,Inferior,2.658,6.472
1,Rice,2.76,6.568
2,Rice,2.434,6.625
3,Rice,2.491,6.44
4,Rice,2.792,6.243
1,Inferior,2.139,5.759
2,Inferior,2.452,5.044
3,Inferior,2.685,5.731
4,Inferior,2.32,6.012
5,Inferior,2.361,6.13
5,Rice,2.095,3.332
1,Rice,2.694,6.436
2,Rice,2.773,6.036
3,Rice,2.778,6.115
4,Rice,2.628,6.089
5,Rice,2.705,6.334
6,Rice,2.723,5.867
7,Rice,2.53,6.182
1,Inferior,2.567,5.53
2,Inferior,2.691,6.18
3,Inferior,2.792,5.964
4,Inferior,2.859,6.475
8,Rice,2.786,6.235
1,Rice,2.877,6.595
2,Rice,2.727,6.669
3,Rice,2.835,6.162
4,Rice,2.784,6.441
5,Rice,2.754,6.404
6,Rice,2.916,6.183
7,Rice,2.837,6.785
8,Rice,2.815,6.519
9,Rice,2.688,6.117
10,Rice,2.789,6.655
11,Rice,2.656,6.245
12,Rice,2.857,6.612
13,Rice,2.785,6.464
14,Rice,2.794,6.604
15,Rice,2.791,6.182
1,Inferior,2.658,6.513
16,Rice,2.844,6.643
17,Rice,2.667,6.435
2,Inferior,2.806,5.927
3,Inferior,2.499,6.313
4,Inferior,2.872,6.199
18,Rice,2.493,6.607
5,Inferior,2.752,6.265
6,Inferior,2.564,5.844
19,Rice,2.582,5.821
