Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.412,7.387
2,Rice,2.239,7.212
3,Rice,2.305,7.377
4,Rice,2.358,7.73
5,Rice,2.083,7.131
6,Rice,2.126,7.694
7,Rice,2.36,7.086
8,Rice,2.128,7.647
9,Rice,2.34,7.434
10,Rice,2.334,7.399
11,Rice,2.047,7.011
12,Rice,2.293,7.217
13,Rice,2.331,7.578
14,Rice,2.163,7.381
15,Rice,2.215,7.176
1,Inferior,2.361,7.131
2,Inferior,2.272,6.587
1,Break,2.025,3.399
16,Rice,2.159,7.556
2,Break,2.35,4.554
17,Rice,2.172,7.065
18,Rice,2.234,7.562
3,Inferior,2.254,6.175
19,Rice,2.339,7.01
20,Rice,2.312,6.965
1,Rice,2.328,7.402
2,Rice,2.42,7.169
3,Rice,2.42,7.838
4,Rice,2.378,7.532
5,Rice,2.235,7.217
6,Rice,2.48,7.724
7,Rice,2.396,7.656
8,Rice,2.248,7.2
9,Rice,2.332,7.523
10,Rice,2.454,8.028
11,Rice,2.262,7.175
12,Rice,2.465,7.227
13,Rice,2.385,8.328
14,Rice,2.485,7.417
15,Rice,2.487,7.392
16,Rice,2.397,7.629
17,Rice,2.445,7.49
18,Rice,2.369,7.71
19,Rice,2.166,7.683
20,Rice,2.429,6.822
21,Rice,2.388,7.549
22,Rice,2.366,7.485
1,Inferior,2.21,7.784
23,Rice,2.213,7.553
2,Inferior,2.242,6.438
24,Rice,2.148,7.146
1,Break,2.392,5.397
25,Rice,2.345,7.384
26,Rice,2.221,6.684
1,Rice,2.224,7.351
2,Rice,2.076,8.003
3,Rice,2.179,7.277
4,Rice,2.143,7.327
5,Rice,2.308,7.172
6,Rice,2.085,7.724
7,Rice,2.32,7.242
8,Rice,2.242,7.103
9,Rice,2.18,7.683
10,Rice,2.318,7.101
11,Rice,2.387,7.428
12,Rice,2.251,7.827
13,Rice,2.286,7.705
14,Rice,2.385,7.604
15,Rice,2.307,6.9
16,Rice,2.366,7.638
17,Rice,2.337,7.616
18,Rice,2.17,7.657
19,Rice,2.276,7.595
1,Inferior,1.973,6.454
20,Rice,1.981,7.336
2,Inferior,1.888,6.702
21,Rice,1.971,7.409
1,Break,1.948,2.161
22,Rice,2.21,6.717
2,Break,2.262,5.367
23,Rice,2.341,7.153
24,Rice,2.345,7.047
1,Rice,2.415,7.136
2,Rice,2.464,7.336
3,Rice,2.429,7.546
4,Rice,2.48,7.581
5,Rice,1.964,7.244
6,Rice,2.111,7.689
7,Rice,2.465,7.362
8,Rice,2.39,7.103
9,Rice,2.421,7.575
10,Rice,2.053,7.783
11,Rice,2.23,7.242
12,Rice,2.394,7.589
13,Rice,2.196,7.338
14,Rice,2.526,7.519
15,Rice,2.387,7.638
16,Rice,2.538,7.49
17,Rice,2.251,7.349
1,Inferior,2.178,6.522
18,Rice,2.465,7.759
2,Inferior,1.901,6.496
19,Rice,2.224,6.572
20,Rice,2.27,6.934
21,Rice,2.002,7.632
1,Break,1.89,3.653
22,Rice,2.113,7.153
3,Inferior,2.489,7.797
2,Break,2.392,4.463
1,Rice,2.387,7.316
2,Rice,2.16,7.66
3,Rice,2.485,7.349
4,Rice,2.304,7.593
5,Rice,2.218,7.834
6,Rice,2.371,7.896
7,Rice,2.423,7.086
8,Rice,2.264,7.636
9,Rice,2.422,7.152
10,Rice,2.253,7.658
11,Rice,2.381,7.421
12,Rice,2.28,7.432
13,Rice,2.178,7.502
14,Rice,2.521,7.585
15,Rice,2.399,7.316
16,Rice,2.274,7.802
17,Rice,2.498,8.005
18,Rice,2.463,7.322
19,Rice,2.222,7.34
20,Rice,2.286,7.6
21,Rice,2.376,7.111
22,Rice,1.995,6.703
23,Rice,2.273,6.962
24,Rice,2.418,8.023
25,Rice,2.023,7.61
26,Rice,1.998,7.306
27,Rice,2.061,6.749
1,Inferior,2.62,7.049
28,Rice,2.43,7.199
29,Rice,2.345,7.624
30,Rice,2.434,7.451
31,Rice,2.244,7.895
32,Rice,2.286,7.268
2,Inferior,2.169,7.0
33,Rice,1.939,7.6
1,Rice,2.261,7.056
2,Rice,2.345,7.656
3,Rice,2.327,7.572
4,Rice,2.378,8.008
5,Rice,2.335,7.427
6,Rice,2.281,7.569
7,Rice,2.39,7.433
8,Rice,2.232,7.739
9,Rice,2.267,7.486
10,Rice,2.058,7.619
11,Rice,2.311,7.832
12,Rice,2.333,7.323
13,Rice,2.268,7.648
14,Rice,2.143,7.477
15,Rice,2.078,7.614
16,Rice,2.017,7.523
17,Rice,2.319,7.523
18,Rice,1.905,7.535
19,Rice,2.343,7.633
20,Rice,2.046,7.41
21,Rice,2.301,7.651
22,Rice,2.228,7.545
1,Inferior,2.22,6.806
23,Rice,2.028,7.014
24,Rice,2.088,6.559
25,Rice,2.106,6.703
1,Rice,2.082,7.566
2,Rice,2.402,7.206
3,Rice,2.24,7.34
4,Rice,2.196,6.972
5,Rice,2.23,7.461
6,Rice,2.299,7.393
7,Rice,2.381,7.661
8,Rice,2.284,7.397
9,Rice,2.305,7.573
10,Rice,2.403,7.364
11,Rice,2.416,7.258
12,Rice,2.236,7.652
13,Rice,2.338,7.232
14,Rice,2.146,7.563
15,Rice,2.408,7.73
16,Rice,2.031,7.569
17,Rice,2.289,7.194
18,Rice,2.034,7.595
19,Rice,2.049,6.457
20,Rice,2.258,6.704
21,Rice,2.223,7.768
1,Inferior,2.175,6.676
22,Rice,2.286,6.964
2,Inferior,1.566,5.863
1,Break,2.085,5.066
23,Rice,2.034,7.524
24,Rice,2.286,6.904
1,Rice,2.317,7.668
2,Rice,2.217,7.378
3,Rice,2.01,7.618
4,Rice,2.324,7.631
5,Rice,1.948,7.739
6,Rice,2.298,7.487
7,Rice,2.138,7.364
8,Rice,2.343,7.501
1,Inferior,2.014,7.652
9,Rice,2.361,7.64
10,Rice,2.481,7.46
11,Rice,2.305,7.561
12,Rice,2.29,7.556
13,Rice,2.332,7.86
14,Rice,2.556,7.338
15,Rice,2.291,7.593
16,Rice,2.28,7.352
17,Rice,2.238,7.387
18,Rice,2.281,6.976
19,Rice,2.332,7.396
2,Inferior,2.132,6.938
20,Rice,1.98,6.748
3,Inferior,1.748,7.362
21,Rice,2.269,7.322
22,Rice,2.313,7.434
4,Inferior,2.286,6.879
23,Rice,2.266,6.245
24,Rice,2.016,7.4
5,Inferior,1.874,6.331
1,Inferior,2.19,7.191
2,Inferior,2.266,7.477
1,Break,2.244,3.706
3,Inferior,2.17,7.857
4,Inferior,2.135,7.729
2,Break,2.276,3.184
5,Inferior,2.023,7.124
6,Inferior,2.374,8.057
7,Inferior,2.088,7.726
8,Inferior,2.211,4.851
3,Break,2.257,6.042
1,Rice,1.994,7.563
9,Inferior,2.266,6.05
1,Rice,2.374,7.639
2,Rice,2.208,7.706
3,Rice,2.334,7.613
4,Rice,2.429,7.522
5,Rice,2.187,7.39
6,Rice,2.37,7.322
7,Rice,2.276,7.368
8,Rice,2.307,7.654
9,Rice,2.351,7.967
10,Rice,2.417,7.516
11,Rice,2.379,7.442
12,Rice,2.381,8.026
13,Rice,2.253,7.431
14,Rice,2.295,7.226
15,Rice,2.167,7.675
16,Rice,2.158,7.521
1,Inferior,2.307,6.787
17,Rice,2.343,7.163
18,Rice,2.079,7.153
19,Rice,2.333,7.67
20,Rice,2.317,7.693
21,Rice,2.431,7.863
22,Rice,2.189,7.608
23,Rice,2.356,7.799
24,Rice,2.31,7.549
25,Rice,2.257,7.443
26,Rice,2.267,8.082
27,Rice,2.159,7.811
28,Rice,2.248,7.169
29,Rice,2.374,7.347
30,Rice,2.407,7.664
2,Inferior,2.142,6.453
31,Rice,1.915,6.63
