Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.377,6.724
2,Rice,2.433,6.892
3,Rice,2.507,6.886
4,Rice,2.439,7.043
5,Rice,2.399,7.012
6,Rice,2.426,7.214
7,Rice,2.346,7.039
8,Rice,2.417,7.311
9,Rice,2.435,6.982
10,Rice,2.495,7.347
11,Rice,2.426,6.96
12,Rice,2.505,7.046
13,Rice,2.443,6.862
14,Rice,2.336,6.39
15,Rice,2.351,6.701
16,Rice,2.371,7.015
17,Rice,2.49,6.606
18,Rice,2.42,6.532
19,Rice,2.344,6.909
20,Rice,2.339,6.86
21,Rice,2.432,6.612
22,Rice,2.368,6.886
23,Rice,2.484,7.19
24,Rice,2.644,5.972
25,Rice,2.346,6.539
26,Rice,2.425,6.757
27,Rice,2.425,6.914
28,Rice,2.47,7.122
29,Rice,2.459,6.694
30,Rice,2.418,6.754
31,Rice,2.222,7.127
32,Rice,2.444,7.068
33,Rice,2.456,6.409
34,Rice,2.408,6.858
35,Rice,2.38,6.728
36,Rice,2.395,6.749
37,Rice,2.439,6.64
38,Rice,2.31,6.918
39,Rice,2.448,6.785
40,Rice,2.324,6.886
41,Rice,2.318,6.67
42,Rice,2.396,6.674
43,Rice,2.535,6.708
44,Rice,2.36,6.894
45,Rice,2.278,6.949
46,Rice,2.047,6.327
47,Rice,2.297,6.464
1,Rice,2.466,7.214
2,Rice,2.37,7.082
3,Rice,2.453,7.462
4,Rice,2.273,6.909
5,Rice,2.345,6.732
6,Rice,2.41,7.229
7,Rice,2.299,7.126
8,Rice,2.294,7.19
9,Rice,2.346,7.303
10,Rice,2.396,7.045
11,Rice,2.329,7.421
12,Rice,2.279,7.209
13,Rice,2.291,7.213
14,Rice,2.349,7.625
15,Rice,2.334,7.047
16,Rice,2.14,6.93
17,Rice,2.463,7.097
18,Rice,2.399,6.793
19,Rice,2.345,6.956
20,Rice,2.372,7.633
21,Rice,2.158,7.307
22,Rice,2.272,7.338
23,Rice,2.31,7.582
24,Rice,2.28,7.301
25,Rice,2.356,7.348
26,Rice,2.282,7.049
27,Rice,2.296,7.101
28,Rice,2.392,7.264
29,Rice,2.363,7.422
30,Rice,2.275,7.224
31,Rice,2.343,7.463
32,Rice,2.02,7.012
33,Rice,2.353,7.011
34,Rice,2.29,6.97
35,Rice,2.517,7.488
36,Rice,2.254,7.372
37,Rice,2.411,7.24
38,Rice,2.328,7.324
39,Rice,2.309,7.146
40,Rice,2.401,7.569
41,Rice,2.435,7.071
42,Rice,2.283,7.621
43,Rice,2.529,7.573
1,Inferior,2.304,6.784
44,Rice,2.349,7.355
45,Rice,2.323,7.393
2,Inferior,2.335,6.591
46,Rice,2.279,7.075
3,Inferior,2.265,4.889
4,Inferior,2.216,6.962
1,Rice,1.995,6.77
2,Rice,2.412,7.502
3,Rice,2.275,7.005
4,Rice,2.389,7.01
5,Rice,2.31,7.11
6,Rice,2.341,7.293
7,Rice,2.351,6.993
8,Rice,2.449,7.356
9,Rice,2.228,6.61
10,Rice,2.137,7.294
11,Rice,2.443,7.138
12,Rice,2.35,7.363
13,Rice,2.368,6.561
14,Rice,2.349,6.943
15,Rice,1.975,6.966
16,Rice,2.411,7.223
17,Rice,2.056,6.742
18,Rice,2.336,7.144
19,Rice,2.325,6.91
1,Break,2.13,3.039
20,Rice,2.316,6.842
21,Rice,2.247,6.246
22,Rice,2.353,7.115
23,Rice,2.406,6.938
24,Rice,2.382,6.426
25,Rice,2.255,7.079
26,Rice,2.135,7.138
27,Rice,2.279,7.043
28,Rice,2.349,7.048
2,Break,1.901,2.02
3,Break,2.28,5.096
29,Rice,2.397,7.148
4,Break,2.333,4.998
5,Break,2.225,4.558
1,Inferior,1.842,6.891
1,Rice,2.36,7.702
2,Rice,2.406,7.405
3,Rice,2.476,7.513
4,Rice,2.442,7.41
5,Rice,2.295,7.045
6,Rice,2.31,7.138
7,Rice,2.33,7.035
8,Rice,2.155,6.771
9,Rice,2.243,7.193
10,Rice,2.321,7.201
11,Rice,2.371,7.082
12,Rice,2.324,7.338
13,Rice,2.325,6.944
14,Rice,2.394,7.459
15,Rice,2.31,7.312
16,Rice,2.414,7.532
17,Rice,2.289,7.463
18,Rice,2.388,7.293
19,Rice,2.413,7.372
20,Rice,2.105,7.178
21,Rice,2.388,7.747
22,Rice,2.313,6.602
23,Rice,2.433,7.265
24,Rice,2.25,6.77
25,Rice,2.429,7.137
1,Inferior,2.278,6.768
26,Rice,2.365,7.18
27,Rice,2.294,7.239
28,Rice,2.374,6.796
1,Break,2.337,5.456
29,Rice,2.324,7.404
30,Rice,2.308,7.321
31,Rice,2.332,7.327
32,Rice,2.331,7.387
33,Rice,2.201,7.281
34,Rice,2.117,7.419
35,Rice,2.36,6.921
2,Inferior,1.958,6.958
3,Inferior,2.305,7.143
36,Rice,2.362,7.229
4,Inferior,2.366,7.385
37,Rice,2.342,7.273
1,Rice,2.421,7.196
2,Rice,2.413,7.098
3,Rice,2.367,6.926
4,Rice,2.32,6.648
5,Rice,2.412,6.512
6,Rice,2.029,6.53
7,Rice,2.434,6.79
8,Rice,2.239,7.142
9,Rice,2.343,6.885
10,Rice,2.34,6.384
11,Rice,2.32,6.503
12,Rice,2.399,6.846
13,Rice,2.281,6.792
14,Rice,2.264,6.698
15,Rice,2.42,7.252
16,Rice,2.426,7.015
17,Rice,2.327,6.463
18,Rice,2.37,6.747
19,Rice,2.087,6.244
20,Rice,2.321,7.018
21,Rice,2.44,7.018
