Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.39,6.422
2,Rice,2.432,6.56
3,Rice,2.409,6.471
4,Rice,2.458,6.754
5,Rice,2.398,6.61
6,Rice,1.974,6.411
7,Rice,2.455,6.763
8,Rice,2.274,6.394
9,Rice,2.363,6.371
10,Rice,2.383,6.543
11,Rice,2.237,6.446
12,Rice,2.389,6.999
13,Rice,2.313,6.566
14,Rice,2.402,6.587
15,Rice,2.366,6.509
16,Rice,2.439,6.682
17,Rice,2.205,6.41
18,Rice,2.293,6.632
19,Rice,2.326,6.333
20,Rice,2.308,6.356
21,Rice,2.351,6.509
22,Rice,2.413,6.572
23,Rice,2.147,6.766
24,Rice,2.232,6.66
25,Rice,2.286,6.477
26,Rice,2.261,6.464
27,Rice,2.38,6.239
28,Rice,2.407,6.608
29,Rice,2.35,6.354
30,Rice,2.394,6.417
31,Rice,2.273,6.098
32,Rice,2.323,6.386
33,Rice,2.346,6.425
34,Rice,2.45,6.641
35,Rice,2.224,5.824
36,Rice,2.223,6.265
37,Rice,2.225,6.323
38,Rice,2.209,6.505
39,Rice,2.281,6.456
40,Rice,2.176,6.13
41,Rice,2.221,6.364
42,Rice,2.281,5.967
43,Rice,2.263,6.206
44,Rice,2.265,6.336
45,Rice,2.138,6.392
46,Rice,2.272,6.559
