Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.203,6.952
2,Rice,2.179,6.689
3,Rice,2.305,7.15
4,Rice,2.408,7.106
5,Rice,2.345,6.989
6,Rice,2.334,6.671
7,Rice,2.28,7.069
8,Rice,2.332,7.126
9,Rice,2.142,6.835
10,Rice,2.499,6.792
11,Rice,2.249,6.405
12,Rice,2.425,6.765
13,Rice,2.316,6.981
14,Rice,2.428,7.096
15,Rice,2.396,7.089
16,Rice,2.404,7.074
17,Rice,2.272,6.899
18,Rice,2.45,6.946
19,Rice,2.491,6.67
20,Rice,2.338,7.033
21,Rice,2.316,6.929
22,Rice,2.577,6.546
23,Rice,2.35,6.673
1,Break,2.442,5.396
24,Rice,2.344,6.675
25,Rice,2.327,6.936
26,Rice,2.289,7.042
27,Rice,2.433,6.74
28,Rice,2.267,6.63
29,Rice,2.252,6.557
30,Rice,2.386,6.975
31,Rice,2.273,6.854
32,Rice,2.301,6.883
33,Rice,2.389,6.927
34,Rice,2.289,6.801
35,Rice,2.367,6.821
2,Break,2.432,3.695
36,Rice,2.339,6.467
37,Rice,2.181,7.037
38,Rice,2.278,7.264
39,Rice,2.019,6.661
40,Rice,2.376,7.016
41,Rice,2.335,7.054
42,Rice,2.355,6.998
1,Inferior,1.71,5.313
2,Inferior,2.259,6.815
3,Inferior,2.344,6.36
43,Rice,2.038,5.668
44,Rice,2.209,6.841
3,Break,2.17,3.383
45,Rice,2.433,6.547
4,Inferior,2.314,6.761
46,Rice,2.364,7.195
5,Inferior,1.48,5.551
47,Rice,2.089,6.634
