Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.405,6.47
2,Rice,2.455,6.511
3,Rice,2.325,6.697
4,Rice,2.424,6.882
5,Rice,2.45,6.299
6,Rice,2.42,6.318
7,Rice,2.437,6.84
8,Rice,2.267,6.375
1,Break,2.385,3.91
9,Rice,2.301,6.283
10,Rice,2.366,6.141
11,Rice,2.326,6.384
12,Rice,2.371,6.56
13,Rice,2.367,6.447
14,Rice,2.324,6.795
15,Rice,2.368,6.679
16,Rice,2.414,6.755
17,Rice,2.265,6.265
18,Rice,2.485,6.474
19,Rice,2.433,5.964
20,Rice,2.401,6.038
21,Rice,2.299,5.903
22,Rice,2.413,6.329
23,Rice,2.428,6.439
24,Rice,2.366,6.516
2,Break,2.371,5.588
25,Rice,2.041,6.648
