Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.413,7.515
2,Rice,2.277,6.597
3,Rice,2.335,6.915
4,Rice,2.412,6.655
5,Rice,2.36,7.081
6,Rice,2.218,6.572
7,Rice,2.299,6.857
8,Rice,2.426,6.76
9,Rice,2.272,7.079
10,Rice,2.405,6.737
11,Rice,2.295,6.812
12,Rice,2.322,6.914
13,Rice,2.48,7.116
14,Rice,2.377,7.168
15,Rice,2.429,7.688
16,Rice,2.38,6.755
17,Rice,2.392,7.11
18,Rice,2.267,7.457
19,Rice,2.338,6.913
20,Rice,2.278,7.245
21,Rice,2.42,7.38
22,Rice,2.365,7.058
23,Rice,2.489,7.331
24,Rice,2.349,7.041
25,Rice,2.378,7.112
26,Rice,2.334,7.169
27,Rice,2.289,6.724
28,Rice,2.331,6.911
29,Rice,2.464,7.462
30,Rice,2.341,7.142
31,Rice,2.453,6.267
32,Rice,2.282,6.998
33,Rice,2.149,6.499
34,Rice,2.33,6.738
35,Rice,2.401,7.215
36,Rice,2.198,7.748
37,Rice,2.275,6.82
38,Rice,2.381,7.173
39,Rice,2.36,7.366
40,Rice,2.223,7.324
41,Rice,2.224,7.246
1,Inferior,2.302,6.814
42,Rice,2.137,7.16
43,Rice,2.328,7.197
2,Inferior,2.124,6.986
