Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.319,7.138
2,Rice,2.243,6.973
3,Rice,2.035,7.341
4,Rice,2.314,7.025
5,Rice,2.288,6.865
6,Rice,2.066,7.101
7,Rice,2.302,6.725
8,Rice,2.359,7.035
9,Rice,2.324,7.25
10,Rice,2.221,6.87
11,Rice,2.31,7.066
12,Rice,2.328,7.014
13,Rice,2.067,6.848
14,Rice,2.348,6.934
15,Rice,2.354,7.157
16,Rice,2.279,7.184
1,Break,2.328,3.215
17,Rice,2.147,6.834
18,Rice,2.176,6.78
19,Rice,2.292,6.863
20,Rice,2.225,6.968
21,Rice,2.285,6.989
22,Rice,2.336,6.868
23,Rice,2.14,6.645
24,Rice,2.272,7.311
25,Rice,2.401,7.0
26,Rice,2.209,6.782
27,Rice,2.265,6.587
28,Rice,2.252,6.561
29,Rice,2.36,6.91
30,Rice,2.331,6.806
31,Rice,2.245,7.164
32,Rice,2.22,7.12
33,Rice,2.289,6.414
34,Rice,2.297,7.027
35,Rice,2.122,6.914
36,Rice,2.02,6.901
37,Rice,2.332,7.238
38,Rice,2.26,6.83
39,Rice,2.357,7.229
1,Inferior,2.274,6.776
40,Rice,2.296,6.936
41,Rice,2.152,6.631
2,Break,2.248,4.135
42,Rice,2.372,6.814
43,Rice,2.385,6.592
3,Break,2.045,2.871
44,Rice,2.23,6.383
4,Break,2.244,3.471
