Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.7,6.201
2,Rice,2.672,6.226
3,Rice,2.616,6.254
4,Rice,2.707,6.401
5,Rice,2.712,6.057
6,Rice,2.675,6.229
7,Rice,2.647,6.526
8,Rice,2.759,6.423
9,Rice,2.832,6.233
10,Rice,2.672,6.456
11,Rice,2.761,6.096
12,Rice,2.796,5.808
13,Rice,2.599,6.496
14,Rice,2.87,6.623
15,Rice,2.659,6.43
16,Rice,2.667,6.01
17,Rice,2.651,6.258
18,Rice,2.441,5.897
19,Rice,2.666,5.897
20,Rice,2.639,6.199
21,Rice,2.694,5.631
22,Rice,2.583,5.723
23,Rice,2.743,6.306
24,Rice,2.787,6.523
25,Rice,2.436,5.87
26,Rice,2.469,5.796
27,Rice,2.61,6.358
28,Rice,2.726,6.414
29,Rice,2.712,6.539
1,Inferior,1.722,4.826
