Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.48,7.611
2,Rice,2.463,7.361
3,Rice,2.375,7.024
4,Rice,2.418,7.432
5,Rice,2.498,7.183
6,Rice,2.169,7.961
7,Rice,2.282,7.693
8,Rice,2.418,7.892
9,Rice,2.106,7.519
10,Rice,2.374,7.499
11,Rice,2.369,7.744
12,Rice,2.354,7.158
13,Rice,2.234,7.565
14,Rice,2.418,7.509
15,Rice,2.35,7.556
16,Rice,2.281,6.788
1,Inferior,2.483,7.367
17,Rice,2.368,7.548
18,Rice,2.033,7.948
19,Rice,2.463,7.389
20,Rice,2.277,6.795
21,Rice,2.465,7.479
22,Rice,2.288,6.69
23,Rice,2.456,7.55
24,Rice,2.009,7.45
25,Rice,2.184,7.327
26,Rice,2.291,7.116
27,Rice,2.314,7.121
2,Inferior,1.924,6.658
28,Rice,2.256,6.505
