Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.07,6.901
2,Rice,2.264,7.017
3,Rice,2.348,7.378
4,Rice,2.275,6.838
5,Rice,2.422,7.352
6,Rice,2.403,7.168
7,Rice,2.213,6.633
8,Rice,2.282,7.201
9,Rice,2.404,7.129
10,Rice,2.445,7.019
11,Rice,2.412,7.428
12,Rice,2.258,7.023
13,Rice,2.353,7.066
14,Rice,2.355,6.99
15,Rice,2.367,6.962
16,Rice,2.338,7.213
17,Rice,2.389,7.499
18,Rice,2.291,7.081
19,Rice,2.386,6.983
20,Rice,2.361,7.343
21,Rice,2.342,7.165
22,Rice,2.25,7.591
23,Rice,2.264,7.442
24,Rice,2.317,6.669
25,Rice,2.321,6.986
26,Rice,2.387,7.393
27,Rice,2.35,7.185
28,Rice,2.321,6.753
29,Rice,2.322,6.577
30,Rice,2.246,6.665
31,Rice,2.098,6.85
32,Rice,2.182,7.546
33,Rice,2.177,6.466
34,Rice,2.352,6.638
35,Rice,2.327,7.411
36,Rice,2.344,7.276
37,Rice,2.331,6.964
38,Rice,2.427,7.245
39,Rice,2.343,6.836
40,Rice,2.317,6.943
41,Rice,2.297,7.16
42,Rice,2.326,6.704
43,Rice,2.433,7.324
44,Rice,2.295,6.876
45,Rice,2.372,6.859
46,Rice,2.348,7.279
47,Rice,2.422,7.109
48,Rice,2.354,6.867
49,Rice,2.239,6.723
50,Rice,2.364,7.14
51,Rice,2.373,7.544
52,Rice,2.392,6.879
53,Rice,2.103,7.287
54,Rice,2.349,7.216
55,Rice,2.335,7.262
56,Rice,2.332,7.134
57,Rice,2.307,7.324
58,Rice,2.286,7.213
59,Rice,2.255,6.748
60,Rice,1.968,7.239
61,Rice,2.34,6.975
62,Rice,2.295,7.03
1,Inferior,2.045,5.538
2,Inferior,2.361,6.495
3,Inferior,2.354,6.552
4,Inferior,2.263,7.254
