Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.342,7.359
2,Rice,2.155,7.659
3,Rice,2.403,7.767
4,Rice,2.051,7.716
5,Rice,2.335,7.63
6,Rice,2.358,7.088
7,Rice,2.432,7.843
8,Rice,2.409,7.725
9,Rice,2.094,7.86
10,Rice,2.057,6.9
11,Rice,2.48,7.35
12,Rice,2.133,7.766
13,Rice,2.46,7.446
14,Rice,2.463,7.751
15,Rice,2.388,7.561
16,Rice,2.338,7.699
17,Rice,2.326,7.654
18,Rice,2.029,7.369
19,Rice,2.491,7.599
20,Rice,2.17,7.325
21,Rice,2.49,7.617
1,Inferior,2.125,6.463
22,Rice,1.968,7.187
1,Break,2.104,3.44
2,Inferior,2.178,7.569
23,Rice,2.198,6.593
24,Rice,2.331,7.033
