Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.09,7.677
2,Rice,2.252,7.423
3,Rice,2.191,7.374
4,Rice,2.387,7.739
5,Rice,2.265,7.508
6,Rice,2.319,7.567
7,Rice,2.092,7.544
8,Rice,2.07,7.735
9,Rice,2.192,7.643
10,Rice,2.32,7.588
1,Inferior,1.947,7.188
11,Rice,2.197,7.462
12,Rice,2.34,7.68
13,Rice,2.374,7.649
14,Rice,2.092,7.132
15,Rice,2.34,7.437
2,Inferior,2.282,7.139
16,Rice,1.959,6.759
17,Rice,2.399,7.713
18,Rice,2.18,7.578
19,Rice,2.424,7.854
3,Inferior,2.211,7.358
4,Inferior,2.118,6.377
5,Inferior,2.239,6.98
6,Inferior,2.074,7.716
20,Rice,2.208,6.949
1,Break,2.032,2.371
2,Break,2.082,4.435
7,Inferior,2.173,7.093
21,Rice,1.672,7.014
22,Rice,2.069,7.345
8,Inferior,2.03,6.642
9,Inferior,2.254,6.91
23,Rice,1.983,6.92
24,Rice,2.248,7.579
10,Inferior,2.251,7.558
