Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.41,6.499
2,Rice,2.393,6.713
3,Rice,2.379,6.643
4,Rice,2.448,6.786
5,Rice,2.377,6.409
6,Rice,2.391,6.673
7,Rice,2.337,6.598
8,Rice,2.397,6.449
9,Rice,2.318,6.788
10,Rice,2.392,6.549
11,Rice,2.358,6.468
12,Rice,2.331,6.574
13,Rice,2.249,6.032
14,Rice,2.293,6.182
15,Rice,2.342,5.923
16,Rice,2.281,6.292
17,Rice,2.315,6.051
18,Rice,2.371,6.117
19,Rice,2.373,6.069
20,Rice,2.308,6.337
21,Rice,2.33,6.357
22,Rice,2.404,6.604
23,Rice,2.469,5.897
1,Break,2.21,5.234
2,Break,2.446,5.441
3,Break,2.523,3.682
24,Rice,2.34,6.218
1,Inferior,1.986,4.918
25,Rice,2.176,6.17
26,Rice,2.027,6.29
2,Inferior,2.058,6.232
27,Rice,2.063,6.31
