Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.523,5.728
2,Rice,2.666,6.131
3,Rice,2.583,5.875
4,Rice,2.592,5.757
5,Rice,2.487,5.485
6,Rice,2.533,5.609
7,Rice,2.607,6.05
8,Rice,2.683,5.85
9,Rice,2.621,5.733
10,Rice,2.589,5.841
11,Rice,2.544,5.699
12,Rice,2.514,6.109
13,Rice,2.612,6.094
14,Rice,2.595,5.633
15,Rice,2.691,5.836
16,Rice,2.498,5.6
17,Rice,2.392,6.054
18,Rice,2.605,5.959
19,Rice,2.603,5.884
20,Rice,2.73,5.821
21,Rice,2.556,6.026
22,Rice,2.568,5.836
23,Rice,2.62,6.136
24,Rice,2.568,5.891
25,Rice,2.349,5.397
26,Rice,2.623,6.059
27,Rice,2.607,5.603
28,Rice,2.443,5.61
29,Rice,2.19,5.096
30,Rice,2.477,5.927
