Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.746,6.601
2,Rice,2.752,6.436
3,Rice,2.752,6.181
4,Rice,2.687,6.022
5,Rice,2.813,6.148
6,Rice,2.429,5.716
7,Rice,2.854,6.427
8,Rice,2.86,6.623
9,Rice,2.665,6.461
10,Rice,2.73,6.423
11,Rice,2.518,5.63
12,Rice,2.66,6.242
13,Rice,2.771,5.93
14,Rice,2.669,6.127
15,Rice,2.735,5.873
16,Rice,2.694,6.23
17,Rice,2.646,6.413
18,Rice,2.642,6.414
1,Inferior,1.736,5.386
19,Rice,2.597,5.886
20,Rice,2.498,5.672
21,Rice,2.457,6.019
22,Rice,2.808,5.81
23,Rice,2.695,6.043
24,Rice,2.715,6.395
2,Inferior,1.996,5.406
