Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.351,7.254
2,Rice,2.417,6.952
3,Rice,2.388,6.797
4,Rice,2.334,6.5
5,Rice,2.365,7.094
6,Rice,2.359,6.238
7,Rice,2.38,6.918
8,Rice,2.422,6.866
9,Rice,2.501,6.924
10,Rice,2.222,6.721
11,Rice,2.349,7.052
12,Rice,2.45,7.242
13,Rice,2.47,6.662
14,Rice,2.317,6.644
15,Rice,2.36,7.08
16,Rice,2.426,6.983
17,Rice,2.466,6.921
1,Break,2.295,4.919
1,Inferior,2.051,6.463
18,Rice,2.407,6.483
19,Rice,2.37,6.706
20,Rice,2.42,6.736
21,Rice,2.449,6.668
22,Rice,2.171,6.24
23,Rice,2.469,7.38
24,Rice,2.466,7.104
25,Rice,1.934,6.081
26,Rice,2.435,6.583
27,Rice,2.4,6.681
28,Rice,2.207,7.103
2,Inferior,2.442,6.557
29,Rice,1.975,6.567
3,Inferior,1.92,4.613
4,Inferior,2.277,6.555
2,Break,2.008,4.455
