Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.782,6.397
2,Rice,2.841,6.418
3,Rice,2.652,6.551
4,Rice,2.705,6.575
5,Rice,2.643,5.393
6,Rice,2.695,5.951
7,Rice,2.811,6.122
8,Rice,2.458,6.536
9,Rice,2.657,6.091
10,Rice,2.629,6.389
11,Rice,2.646,6.165
12,Rice,2.802,6.714
13,Rice,2.8,6.663
14,Rice,2.752,6.117
15,Rice,2.838,6.594
16,Rice,2.812,6.401
17,Rice,2.715,5.718
18,Rice,2.478,6.437
19,Rice,2.792,6.229
20,Rice,2.69,6.305
21,Rice,2.674,6.144
22,Rice,2.598,6.258
23,Rice,2.787,6.202
24,Rice,2.573,6.177
25,Rice,2.522,6.147
26,Rice,2.67,6.361
27,Rice,2.693,6.074
28,Rice,2.845,6.717
29,Rice,2.55,6.576
30,Rice,2.626,6.484
31,Rice,2.302,6.454
32,Rice,2.526,6.251
33,Rice,2.607,6.438
