Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.43,6.725
2,Rice,2.411,6.606
3,Rice,2.305,6.419
4,Rice,2.421,6.551
5,Rice,2.343,6.688
1,Break,2.136,3.527
6,Rice,2.437,6.767
7,Rice,2.426,6.656
8,Rice,2.386,6.551
9,Rice,2.423,6.411
10,Rice,2.286,6.132
11,Rice,2.49,6.523
12,Rice,2.441,6.645
13,Rice,2.339,6.235
14,Rice,2.423,6.74
15,Rice,2.334,6.245
16,Rice,2.195,6.152
17,Rice,2.337,5.715
18,Rice,2.244,6.667
19,Rice,2.493,6.362
20,Rice,2.368,6.273
21,Rice,2.186,6.581
22,Rice,2.059,6.379
23,Rice,2.41,6.52
24,Rice,2.055,6.406
25,Rice,2.409,6.605
26,Rice,2.358,6.489
27,Rice,2.425,6.675
28,Rice,2.17,6.063
29,Rice,1.978,6.208
