Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.602,6.36
2,Rice,2.716,6.339
3,Rice,2.486,6.072
4,Rice,2.794,6.288
5,Rice,2.561,5.911
6,Rice,2.556,5.973
7,Rice,2.414,6.257
8,Rice,2.861,6.728
9,Rice,2.684,6.403
10,Rice,2.461,6.193
11,Rice,2.705,6.562
12,Rice,2.704,6.14
13,Rice,2.703,6.251
14,Rice,2.692,6.527
15,Rice,2.664,6.179
16,Rice,2.804,6.342
17,Rice,2.436,5.899
18,Rice,2.694,6.556
19,Rice,2.622,5.925
20,Rice,2.508,6.138
21,Rice,2.57,6.392
22,Rice,2.822,6.396
23,Rice,2.742,6.208
24,Rice,2.653,5.876
25,Rice,2.405,6.354
26,Rice,2.754,6.107
27,Rice,2.705,6.287
28,Rice,2.789,6.374
29,Rice,2.667,6.181
30,Rice,2.582,6.329
31,Rice,2.539,5.955
32,Rice,2.625,6.287
33,Rice,2.442,6.223
34,Rice,2.635,5.978
35,Rice,2.567,5.859
36,Rice,2.673,5.93
1,Inferior,2.815,6.155
37,Rice,2.519,6.244
38,Rice,2.352,6.23
2,Inferior,2.657,5.974
3,Inferior,1.922,4.614
39,Rice,2.528,5.565
4,Inferior,2.331,5.246
5,Inferior,2.604,6.117
