Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.449,6.947
2,Rice,2.398,6.766
3,Rice,2.543,6.95
4,Rice,2.221,6.874
5,Rice,2.433,6.954
6,Rice,2.296,6.74
7,Rice,2.043,6.842
8,Rice,2.225,6.895
9,Rice,2.568,6.865
10,Rice,1.963,7.285
11,Rice,2.316,7.069
1,Rice,2.24,7.216
2,Rice,2.112,6.97
3,Rice,2.357,7.211
4,Rice,2.291,7.096
5,Rice,2.215,7.483
6,Rice,2.342,7.52
7,Rice,2.408,7.033
8,Rice,2.184,7.211
1,Inferior,2.311,6.974
2,Inferior,2.404,7.233
3,Inferior,2.315,7.119
4,Inferior,2.37,6.878
9,Rice,2.4,7.26
10,Rice,2.324,7.119
1,Rice,2.344,6.994
2,Rice,2.298,7.112
3,Rice,2.35,6.801
4,Rice,2.242,7.379
5,Rice,2.355,7.165
6,Rice,2.371,6.787
7,Rice,2.417,7.387
8,Rice,2.22,6.453
9,Rice,2.42,7.407
1,Break,2.256,5.264
10,Rice,2.234,6.373
1,Rice,2.309,7.408
2,Rice,2.078,6.596
3,Rice,2.077,7.342
4,Rice,2.034,7.47
5,Rice,2.356,7.076
6,Rice,2.4,7.284
7,Rice,2.286,6.889
8,Rice,2.424,7.129
9,Rice,2.204,6.919
10,Rice,2.349,6.744
1,Inferior,2.299,6.391
2,Inferior,2.217,6.168
1,Break,2.23,6.163
1,Rice,2.253,6.784
2,Rice,2.365,6.914
3,Rice,2.095,6.78
4,Rice,2.401,6.705
5,Rice,2.323,7.079
6,Rice,2.367,6.836
1,Break,2.337,4.797
7,Rice,2.283,6.561
8,Rice,2.204,7.172
9,Rice,2.293,6.466
10,Rice,2.314,6.552
11,Rice,2.32,7.277
12,Rice,2.332,7.111
13,Rice,2.125,6.961
14,Rice,2.202,7.097
15,Rice,1.906,6.825
16,Rice,2.307,6.795
17,Rice,2.21,7.29
18,Rice,2.323,6.996
19,Rice,2.334,7.403
20,Rice,2.053,6.713
1,Rice,2.43,7.419
2,Rice,2.311,7.051
3,Rice,2.37,7.073
1,Break,2.416,4.089
4,Rice,2.386,7.269
5,Rice,2.262,6.814
6,Rice,2.332,6.945
7,Rice,2.17,7.357
1,Inferior,2.186,6.62
8,Rice,2.357,7.069
9,Rice,2.343,7.129
10,Rice,2.274,7.35
11,Rice,2.381,6.521
12,Rice,2.244,6.884
2,Break,2.377,3.127
13,Rice,2.362,6.801
14,Rice,1.888,6.738
15,Rice,2.343,6.878
16,Rice,2.117,6.841
17,Rice,2.122,6.379
18,Rice,2.477,6.795
19,Rice,2.272,6.656
20,Rice,1.974,5.99
21,Rice,2.424,6.55
3,Break,2.156,4.787
4,Break,2.356,3.099
5,Break,2.251,5.565
6,Break,2.354,5.88
2,Inferior,2.332,5.341
22,Rice,2.027,5.794
1,Rice,2.286,7.265
2,Rice,2.371,7.239
3,Rice,2.439,7.152
4,Rice,2.382,7.536
5,Rice,2.336,7.055
1,Rice,2.321,7.149
2,Rice,2.054,7.348
3,Rice,2.377,7.293
4,Rice,2.338,7.303
5,Rice,2.141,7.153
1,Break,2.191,6.252
1,Inferior,2.204,6.865
6,Rice,2.191,6.862
1,Rice,2.27,7.187
2,Rice,2.26,6.805
3,Rice,2.14,7.214
4,Rice,2.344,7.219
5,Rice,2.265,6.703
6,Rice,2.408,7.135
7,Rice,2.364,7.544
8,Rice,2.319,7.005
9,Rice,1.991,7.257
10,Rice,2.29,6.883
11,Rice,1.977,6.704
12,Rice,2.326,6.96
1,Inferior,2.325,6.975
1,Rice,2.457,7.303
2,Rice,2.412,7.19
3,Rice,2.27,6.994
4,Rice,2.222,6.97
5,Rice,2.395,7.303
6,Rice,2.088,5.983
1,Inferior,1.954,7.07
7,Rice,2.416,7.095
8,Rice,2.215,6.908
9,Rice,2.227,6.917
10,Rice,2.325,7.19
11,Rice,2.099,7.023
2,Inferior,2.334,7.061
3,Inferior,2.086,7.303
12,Rice,2.326,6.697
4,Inferior,2.432,7.088
13,Rice,2.435,7.09
