Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.6,6.15
2,Rice,2.46,6.177
3,Rice,2.752,6.426
4,Rice,2.73,6.115
5,Rice,2.821,6.558
6,Rice,2.576,5.959
7,Rice,2.719,6.335
8,Rice,2.446,6.332
9,Rice,2.774,6.278
10,Rice,2.625,6.227
11,Rice,2.624,6.297
12,Rice,2.652,5.757
13,Rice,2.693,6.504
14,Rice,2.685,6.227
15,Rice,2.565,6.3
16,Rice,2.675,6.123
17,Rice,2.621,5.999
18,Rice,2.71,5.947
19,Rice,2.729,5.946
20,Rice,2.792,6.511
21,Rice,2.536,5.589
22,Rice,2.448,5.525
23,Rice,2.622,6.009
24,Rice,2.679,6.096
25,Rice,2.676,6.148
26,Rice,2.578,5.915
27,Rice,2.443,5.884
1,Inferior,1.838,5.194
28,Rice,2.645,6.44
2,Inferior,2.631,6.028
1,Break,1.403,2.888
1,Rice,2.849,6.617
2,Rice,2.643,6.401
3,Rice,2.668,6.405
4,Rice,2.736,6.599
5,Rice,2.735,5.977
6,Rice,2.736,6.315
7,Rice,2.387,6.0
8,Rice,2.678,6.276
9,Rice,2.721,6.261
10,Rice,2.626,6.006
11,Rice,2.757,6.084
12,Rice,2.354,5.825
13,Rice,2.823,6.078
14,Rice,2.486,6.555
15,Rice,2.709,5.779
16,Rice,2.553,5.772
17,Rice,2.514,5.882
18,Rice,2.503,6.083
19,Rice,2.2,6.102
20,Rice,2.55,5.886
1,Rice,2.598,6.464
2,Rice,2.419,5.984
3,Rice,2.718,6.494
4,Rice,2.737,5.818
5,Rice,2.54,6.075
6,Rice,2.699,6.277
7,Rice,2.592,5.943
8,Rice,2.59,5.849
9,Rice,2.667,5.99
10,Rice,2.497,5.744
11,Rice,2.646,6.264
12,Rice,2.564,6.09
13,Rice,2.661,6.297
14,Rice,2.702,6.479
15,Rice,2.592,6.322
16,Rice,2.679,6.077
17,Rice,2.426,5.645
18,Rice,2.557,6.316
19,Rice,2.799,5.972
20,Rice,2.58,5.887
21,Rice,2.326,6.082
1,Inferior,2.676,4.461
2,Inferior,2.413,5.884
22,Rice,2.649,5.895
23,Rice,2.61,5.766
1,Rice,2.573,5.984
2,Rice,2.622,6.31
3,Rice,2.709,6.122
4,Rice,2.532,5.864
5,Rice,2.488,6.151
6,Rice,2.679,5.979
7,Rice,2.295,5.779
8,Rice,2.545,6.148
9,Rice,2.645,5.839
10,Rice,2.668,6.027
11,Rice,2.799,6.228
12,Rice,2.618,6.274
13,Rice,2.649,5.568
14,Rice,2.591,6.139
15,Rice,2.365,5.799
16,Rice,2.207,5.892
1,Inferior,2.54,6.456
17,Rice,2.24,6.142
18,Rice,2.683,6.063
1,Rice,2.497,5.981
2,Rice,2.608,6.132
3,Rice,2.481,6.436
4,Rice,2.584,5.842
5,Rice,2.649,5.912
6,Rice,2.509,6.236
7,Rice,2.66,5.791
8,Rice,2.564,5.415
9,Rice,2.457,5.579
10,Rice,2.632,5.842
11,Rice,2.471,5.822
1,Rice,2.466,6.402
2,Rice,2.686,6.042
3,Rice,2.786,6.226
4,Rice,2.49,6.437
5,Rice,2.734,6.512
6,Rice,2.524,5.746
7,Rice,2.202,6.195
8,Rice,2.576,6.166
9,Rice,2.826,6.332
10,Rice,2.361,6.006
11,Rice,2.714,5.874
12,Rice,2.572,5.803
13,Rice,2.51,5.887
14,Rice,2.693,6.615
15,Rice,2.216,5.351
16,Rice,2.607,6.246
17,Rice,2.281,6.254
18,Rice,2.62,6.078
19,Rice,2.838,6.138
20,Rice,2.767,6.306
1,Inferior,2.442,5.743
21,Rice,2.484,6.524
2,Inferior,1.789,5.888
22,Rice,2.782,6.498
23,Rice,2.743,6.045
3,Inferior,2.657,6.235
24,Rice,2.649,6.241
1,Rice,2.793,6.664
2,Rice,2.753,6.209
3,Rice,2.827,6.186
4,Rice,2.846,6.13
5,Rice,2.71,6.045
6,Rice,2.493,6.255
7,Rice,2.751,6.396
8,Rice,2.602,6.3
9,Rice,2.749,6.872
10,Rice,2.639,6.652
11,Rice,2.852,6.156
12,Rice,2.799,6.356
13,Rice,2.735,6.376
14,Rice,2.639,5.935
15,Rice,2.737,5.962
16,Rice,2.625,6.326
1,Inferior,2.31,4.778
