Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.482,6.449
2,Rice,2.53,6.376
3,Rice,2.69,6.477
4,Rice,2.705,6.387
5,Rice,2.39,6.057
6,Rice,2.6,6.014
7,Rice,2.642,6.144
8,Rice,2.567,6.011
9,Rice,2.629,6.243
10,Rice,2.569,5.603
11,Rice,2.535,6.35
12,Rice,2.621,5.912
13,Rice,2.694,5.882
14,Rice,2.645,6.022
15,Rice,2.637,6.241
16,Rice,2.604,5.899
1,Inferior,2.745,6.238
17,Rice,2.793,6.131
18,Rice,2.616,6.474
2,Inferior,2.619,5.825
19,Rice,2.63,5.838
1,Rice,2.658,6.312
2,Rice,2.651,6.096
3,Rice,2.659,6.442
4,Rice,2.692,6.563
5,Rice,2.616,5.891
6,Rice,2.613,6.096
7,Rice,2.511,6.232
8,Rice,2.709,6.439
9,Rice,2.706,5.972
10,Rice,2.562,6.074
11,Rice,2.571,6.156
12,Rice,2.642,6.098
13,Rice,2.755,6.047
1,Rice,2.592,6.415
2,Rice,2.63,6.161
3,Rice,2.792,6.714
4,Rice,2.291,6.12
5,Rice,2.521,6.135
6,Rice,2.66,6.155
7,Rice,2.456,6.125
1,Inferior,2.587,5.822
2,Inferior,2.538,5.637
3,Inferior,2.317,6.008
8,Rice,2.59,6.236
4,Inferior,2.294,5.941
5,Inferior,2.679,6.172
9,Rice,2.681,6.154
