Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.334,6.816
2,Rice,2.382,7.088
3,Rice,2.142,7.29
4,Rice,2.16,7.08
5,Rice,2.47,7.02
6,Rice,2.383,7.269
7,Rice,2.006,6.642
8,Rice,2.324,6.821
9,Rice,2.305,7.356
10,Rice,2.449,7.289
11,Rice,2.251,7.384
12,Rice,2.319,7.167
13,Rice,2.147,6.789
14,Rice,2.354,6.999
15,Rice,2.357,6.992
16,Rice,2.145,6.814
17,Rice,2.366,7.105
18,Rice,2.342,6.952
19,Rice,2.291,7.478
20,Rice,2.321,6.87
21,Rice,2.252,6.707
22,Rice,2.223,6.921
23,Rice,2.004,7.392
24,Rice,2.368,7.187
25,Rice,1.999,7.391
1,Inferior,1.937,7.001
2,Inferior,2.255,6.965
3,Inferior,2.209,6.336
1,Break,2.329,5.689
4,Inferior,2.069,7.043
