Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.877,6.595
2,Rice,2.727,6.669
3,Rice,2.835,6.162
4,Rice,2.784,6.441
5,Rice,2.754,6.404
6,Rice,2.916,6.183
7,Rice,2.837,6.785
8,Rice,2.815,6.519
9,Rice,2.688,6.117
10,Rice,2.789,6.655
11,Rice,2.656,6.245
12,Rice,2.857,6.612
13,Rice,2.785,6.464
14,Rice,2.794,6.604
15,Rice,2.791,6.182
1,Inferior,2.658,6.513
16,Rice,2.844,6.643
17,Rice,2.667,6.435
2,Inferior,2.806,5.927
3,Inferior,2.499,6.313
4,Inferior,2.872,6.199
18,Rice,2.493,6.607
5,Inferior,2.752,6.265
6,Inferior,2.564,5.844
19,Rice,2.582,5.821
