Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.373,7.085
2,Rice,2.321,7.311
3,Rice,2.308,7.336
4,Rice,2.3,7.067
5,Rice,2.362,7.365
6,Rice,2.206,6.68
7,Rice,2.259,7.345
8,Rice,2.247,7.654
9,Rice,2.375,6.962
10,Rice,2.398,7.463
11,Rice,2.273,7.618
12,Rice,2.354,7.101
13,Rice,2.333,6.771
14,Rice,2.358,6.727
15,Rice,2.463,7.211
16,Rice,2.307,7.375
17,Rice,2.36,6.8
18,Rice,2.29,7.366
19,Rice,2.391,7.215
20,Rice,2.456,6.881
21,Rice,2.286,6.968
22,Rice,2.37,6.962
23,Rice,2.325,7.516
24,Rice,2.424,7.157
25,Rice,2.336,7.103
26,Rice,2.236,7.465
27,Rice,2.395,6.365
1,Break,2.433,4.139
28,Rice,2.408,7.176
29,Rice,2.238,7.085
30,Rice,2.473,7.539
31,Rice,2.372,7.42
32,Rice,2.425,7.507
33,Rice,2.396,7.614
34,Rice,2.362,7.225
35,Rice,1.984,7.358
36,Rice,2.55,7.14
37,Rice,2.369,7.402
38,Rice,2.338,7.594
39,Rice,2.121,7.008
40,Rice,2.459,7.026
41,Rice,2.365,7.165
42,Rice,2.17,7.202
2,Break,2.328,3.238
43,Rice,2.271,6.929
1,Inferior,2.373,6.501
2,Inferior,2.197,6.452
