Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.489,6.463
2,Rice,2.462,7.278
3,Rice,2.399,6.83
4,Rice,2.438,7.327
5,Rice,2.347,7.029
6,Rice,2.487,6.93
7,Rice,2.528,6.855
8,Rice,2.46,6.965
9,Rice,2.48,6.944
10,Rice,2.444,6.78
11,Rice,2.479,7.158
12,Rice,2.286,6.308
13,Rice,2.442,6.685
14,Rice,2.486,6.873
15,Rice,2.158,6.547
16,Rice,2.47,6.993
17,Rice,2.488,7.163
18,Rice,2.53,7.123
19,Rice,2.115,6.657
20,Rice,2.389,7.243
21,Rice,2.456,6.941
22,Rice,2.465,6.827
23,Rice,2.306,6.994
24,Rice,2.494,7.233
25,Rice,2.433,6.777
1,Inferior,1.988,6.413
26,Rice,2.466,6.545
1,Break,1.996,4.507
27,Rice,2.151,6.67
