Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.384,7.159
2,Rice,2.471,6.91
3,Rice,2.369,6.995
4,Rice,2.394,7.232
5,Rice,2.223,6.922
6,Rice,2.326,6.77
7,Rice,2.426,6.689
8,Rice,2.434,6.641
9,Rice,2.272,7.114
10,Rice,2.412,7.172
11,Rice,2.312,6.315
12,Rice,2.397,6.556
13,Rice,2.321,6.484
14,Rice,2.436,6.426
15,Rice,2.418,6.833
16,Rice,2.383,7.049
17,Rice,2.404,7.501
18,Rice,2.351,6.599
19,Rice,2.464,6.995
20,Rice,2.403,7.175
21,Rice,2.453,6.841
22,Rice,2.393,6.914
23,Rice,2.395,7.211
24,Rice,2.416,7.004
25,Rice,2.36,6.99
26,Rice,2.333,6.998
27,Rice,2.388,6.64
28,Rice,2.371,7.19
29,Rice,2.376,6.972
30,Rice,2.471,6.535
31,Rice,2.421,6.966
32,Rice,2.474,6.548
33,Rice,2.422,6.653
34,Rice,2.224,6.253
35,Rice,2.408,6.914
36,Rice,2.365,7.082
37,Rice,2.468,6.931
38,Rice,2.467,6.436
39,Rice,2.309,7.364
40,Rice,2.418,7.114
41,Rice,2.336,6.932
42,Rice,2.079,7.115
43,Rice,2.244,7.196
44,Rice,2.263,7.536
45,Rice,2.406,6.968
46,Rice,2.408,7.022
47,Rice,2.25,6.519
48,Rice,2.387,6.92
49,Rice,2.259,6.391
50,Rice,2.34,6.182
51,Rice,2.382,6.947
52,Rice,2.497,6.538
