Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.378,6.634
2,Rice,2.477,7.253
3,Rice,2.541,6.728
4,Rice,2.302,6.648
5,Rice,2.342,6.966
6,Rice,2.412,6.879
7,Rice,2.382,6.542
8,Rice,2.466,7.206
9,Rice,2.36,7.196
10,Rice,2.341,7.027
11,Rice,2.413,6.877
12,Rice,2.248,6.708
13,Rice,2.37,6.825
14,Rice,2.449,7.054
15,Rice,2.432,7.291
16,Rice,2.307,6.53
17,Rice,2.527,7.128
18,Rice,2.353,6.695
19,Rice,2.494,6.52
20,Rice,2.372,6.769
21,Rice,2.474,7.016
22,Rice,2.317,6.372
23,Rice,2.381,6.998
24,Rice,2.52,7.066
25,Rice,2.453,6.819
26,Rice,2.329,7.042
27,Rice,2.51,7.124
28,Rice,2.329,7.152
29,Rice,2.17,6.886
30,Rice,2.213,6.856
31,Rice,2.065,6.591
1,Break,1.821,2.001
1,Inferior,2.137,5.781
