Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.356,6.937
2,Rice,2.278,6.602
3,Rice,2.186,6.879
1,Break,2.442,3.922
4,Rice,2.363,6.606
5,Rice,2.338,6.5
6,Rice,2.371,6.223
7,Rice,2.346,6.251
8,Rice,2.396,6.442
9,Rice,2.223,6.489
10,Rice,2.399,6.511
11,Rice,2.254,6.472
12,Rice,2.159,6.636
13,Rice,2.391,6.237
14,Rice,2.387,6.395
15,Rice,2.31,6.348
16,Rice,2.239,6.533
17,Rice,2.362,6.156
18,Rice,2.365,6.474
2,Break,2.305,2.664
19,Rice,2.365,6.812
20,Rice,2.277,6.491
21,Rice,2.296,5.953
22,Rice,2.283,6.524
23,Rice,2.225,6.944
24,Rice,2.307,6.625
25,Rice,2.377,6.557
26,Rice,2.42,6.679
27,Rice,2.37,6.393
28,Rice,2.267,6.463
29,Rice,2.301,6.892
30,Rice,2.39,6.391
31,Rice,2.244,6.456
32,Rice,2.328,6.181
33,Rice,2.319,6.435
34,Rice,2.397,5.913
1,Inferior,2.057,6.081
