Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.412,7.387
2,Rice,2.239,7.212
3,Rice,2.305,7.377
4,Rice,2.358,7.73
5,Rice,2.083,7.131
6,Rice,2.126,7.694
7,Rice,2.36,7.086
8,Rice,2.128,7.647
9,Rice,2.34,7.434
10,Rice,2.334,7.399
11,Rice,2.047,7.011
12,Rice,2.293,7.217
13,Rice,2.331,7.578
14,Rice,2.163,7.381
15,Rice,2.215,7.176
1,Inferior,2.361,7.131
2,Inferior,2.272,6.587
1,Break,2.025,3.399
16,Rice,2.159,7.556
2,Break,2.35,4.554
17,Rice,2.172,7.065
18,Rice,2.234,7.562
3,Inferior,2.254,6.175
19,Rice,2.339,7.01
20,Rice,2.312,6.965
