Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.268,6.217
2,Rice,2.417,6.204
3,Rice,2.511,6.048
4,Rice,2.441,6.016
5,Rice,2.522,5.928
6,Rice,2.287,6.053
7,Rice,2.428,6.396
8,Rice,2.361,6.111
9,Rice,2.366,5.917
10,Rice,2.61,5.895
11,Rice,2.301,6.18
12,Rice,2.336,5.373
13,Rice,2.391,6.076
14,Rice,2.267,6.197
15,Rice,2.359,5.577
16,Rice,2.39,6.05
17,Rice,2.371,5.964
18,Rice,2.392,6.308
19,Rice,2.392,6.238
20,Rice,2.401,5.786
21,Rice,2.289,5.957
22,Rice,2.478,6.323
23,Rice,2.338,5.623
24,Rice,2.333,5.973
25,Rice,2.518,6.191
26,Rice,2.322,5.637
27,Rice,2.407,6.533
28,Rice,2.424,6.188
29,Rice,2.42,6.324
1,Break,2.155,2.604
30,Rice,2.201,5.609
31,Rice,2.131,6.105
32,Rice,1.89,5.222
33,Rice,2.261,5.158
34,Rice,2.345,6.01
35,Rice,2.247,5.961
36,Rice,2.369,5.991
37,Rice,2.556,5.903
38,Rice,2.326,6.022
39,Rice,1.995,5.989
40,Rice,2.23,6.27
41,Rice,2.355,6.139
