Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,1.998,5.893
2,Rice,2.112,6.002
3,Rice,1.992,5.973
4,Rice,2.042,5.766
5,Rice,2.035,6.049
6,Rice,1.893,6.503
7,Rice,2.014,6.023
8,Rice,2.092,6.283
9,Rice,2.069,5.862
10,Rice,1.981,6.165
11,Rice,1.997,6.353
12,Rice,1.843,6.075
13,Rice,1.843,6.065
14,Rice,2.083,5.822
15,Rice,1.865,5.765
16,Rice,1.968,6.075
17,Rice,1.997,5.861
1,Break,2.075,4.947
2,Break,2.071,4.268
18,Rice,2.214,5.806
19,Rice,2.138,6.159
3,Break,2.095,4.659
4,Break,2.092,4.759
1,Inferior,2.028,5.87
5,Break,1.994,5.168
