Hạt gạo,Loại,Chiều rộng (mm),Chiều dài (mm)
1,Rice,2.813,6.114
2,Rice,2.436,6.292
3,Rice,2.735,6.095
4,Rice,2.607,6.302
5,Rice,2.758,6.198
6,Rice,2.599,6.261
7,Rice,2.563,5.585
8,Rice,2.519,5.55
9,Rice,2.648,5.869
10,Rice,2.658,6.034
11,Rice,2.611,5.753
12,Rice,2.818,6.125
13,Rice,2.799,5.702
14,Rice,2.582,5.845
15,Rice,2.617,6.024
16,Rice,2.751,6.285
17,Rice,2.563,5.862
18,Rice,2.658,5.899
19,Rice,2.394,5.726
20,Rice,2.579,6.238
21,Rice,2.578,6.42
22,Rice,2.255,6.187
23,Rice,2.721,6.104
24,Rice,2.676,5.314
25,Rice,2.617,5.352
26,Rice,2.594,6.224
27,Rice,2.585,6.006
28,Rice,2.764,5.924
29,Rice,2.828,6.38
30,Rice,2.559,6.442
31,Rice,2.583,6.431
1,Break,2.582,5.99
